ratio_of_changes,language,glottocode,lemma,pos,reference,meaning_ru,ipa_comparison,russian_ipa_comparison,metathesis,problems
0.6857142857142857,Botlikh,botl1242,купу́никI,noun,"Alekseev, Azayev 2019",кофейник,k-u-p-'u-0-n-i-k',k-a-fʲ-'e-j-nʲ-i-k,,
0.6875,Tindi,tind1238,АТАБУ́ЗИ,noun,Magomedova 2003,автобус,a-0-t-a-b-'u-z-i,a-f-t-'o-b-u-s-0,,
0.6875,Akhvakh,akhv1239,кепе'чи,noun,"Magomedova, Abdulayeva 2007",кирпич,k-e-0-p-'e-tʃ-i,kʲ-i-r-pʲ-'i-tʃ-0,,
0.6896551724137931,Botlikh,botl1242,ветеран,noun,"Alekseev, Azayev 2019",ветеран,w-e-t-e-r-a-n,vʲ-i-tʲ-i-r-'a-n,,
0.6896551724137931,Bagvalal,bagv1239,КАЗ́ИЙАТ,,Magomedova 2004,газета,k-a-z-'i-j-a-t,g-a-zʲ-'e-0-0-t,,
0.6896551724137931,Godoberi,ghod1238,КЯЛХУ́З/У,,Saidova 2006,колхоз,kʲ-a-l-χ-'u-z-u,k-a-l-x-'o-s-0,,
0.6896551724137931,Akhvakh,akhv1239,кеме'ти,noun,"Magomedova, Abdulayeva 2007",конфета,k-e-m-0-'e-t-i,k-a-n-fʲ-'e-t-a,,
0.6896551724137931,Botlikh,botl1242,кампи́т,noun,"Alekseev, Azayev 2019",конфета,k-a-m-p-'i-t-0,k-a-n-fʲ-'e-t-a,,
0.6896551724137931,Botlikh,botl1242,кампи́т,noun,"Saidova, Abusov 2012",конфеты,k-a-m-p-'i-t-0,k-a-n-fʲ-'e-t-a,,
0.6896551724137931,Andi,andi1255,кепекки,,Salimov 2010,копейка,k-e-p-e-0-k:-i,k-a-pʲ-'e-j-k-a,,
0.6896551724137931,Godoberi,ghod1238,ССИЙÉЗД/И,,Saidova 2006,съезд,s:-i-j-'e-z-d-i,s-0-j-'e-s-t-0,,
0.6896551724137931,Andi,andi1255,тетради,,Salimov 2010,тетрадь,t-e-t-r-a-d-i,tʲ-i-t-r-'a-tʲ-0,,
0.6896551724137931,Karata-Tukita,kara1474,ПАНО'ВАР,,"Magomedova, Khalidova 2001",фонарь,p-a-n-'o-w-a-r,f-a-n-0-0-'a-rʲ,,
0.6923076923076923,Bagvalal,bagv1239,КАЗ̄́ИТ,,Magomedova 2004,газета,k-a-z-'i:-t-0,g-a-zʲ-'e-t-a,,
0.6923076923076923,Botlikh,botl1242,певра́л,noun,"Saidova, Abusov 2012",март,p-e-w-r-'a-l,fʲ-i-v-r-'a-lʲ,,
0.6923076923076923,Akhvakh,akhv1239,с̄о'тих̄е,noun,"Magomedova, Abdulayeva 2007",сотка,s:-'o-t-i-χ:-e,s-'o-t-0-k-a,,
0.6923076923076923,Bagvalal,bagv1239,ПЕБРÁЛБО̄С̄I,,Magomedova 2004,февраль,p-e-b-r-'a-l,fʲ-i-v-r-'a-lʲ,,
0.6923076923076923,Botlikh,botl1242,пебра́л,noun,"Alekseev, Azayev 2019",февраль,p-e-b-r-'a-l,fʲ-i-v-r-'a-lʲ,,
0.6923076923076923,Godoberi,ghod1238,ПЕВРÁЛ,,Saidova 2006,февраль,p-e-w-r-'a-l,fʲ-i-v-r-'a-lʲ,,
0.6923076923076923,Godoberi,ghod1238,ПЕВРÁЛПУРЦЦУ,,Saidova 2006,февраль,p-e-w-r-'a-l,fʲ-i-v-r-'a-lʲ,,
0.6956521739130435,Bagvalal,bagv1239,АᴴТÉНА,noun,Magomedova 2004,антенна,ã-0-t-'e-n-a,a-n-t-æ-n-a,,
0.6956521739130435,Bagvalal,bagv1239,ЗАМИСТÁ̄ТИЛ,,Magomedova 2004,заместитель,z-a-m-i-s-t-'a:-t-i-l,z-a-mʲ-i-sʲ-tʲ-'i-tʲ-e-lʲ,,
0.6956521739130435,Botlikh,botl1242,ни́кри,,"Saidova, Abusov 2012",никель,n-'i-k-r-i,nʲ-'i-kʲ-i-lʲ,,
0.6956521739130435,Bagvalal,bagv1239,̄СÉВЕР,,Magomedova 2004,север,s:-'e-w-e-r,sʲ-'e-vʲ-i-r,,
0.6956521739130435,Botlikh,botl1242,ссе́вер,noun,"Alekseev, Azayev 2019",север,s:-'e-w-e-r,sʲ-'e-vʲ-i-r,,
0.6956521739130435,Botlikh,botl1242,ссе́вер,noun,"Saidova, Abusov 2012",север,s:-'e-w-e-r,sʲ-'e-vʲ-i-r,,
0.6956521739130435,Chamalal,cham1309,УШКУЛ,noun III,Magomedova 1999,школа,u-ʃ-k-u-l-0,0-ʃ-k-'o-l-a,,
0.7,Akhvakh,akhv1239,ба'луᴴ,noun,"Magomedova, Abdulayeva 2007",баллон,b-'a-l-ũ-0,b-a-l-'o-n,,
0.7,Bagvalal,bagv1239,МÁᴴКА,noun,Magomedova 2004,банка,m-'a-0-k-a,b-'a-n-k-а,,
0.7,Chamalal,cham1309,ВАГУ́ᴴ,noun IV,Magomedova 1999,вагон,w-a-g-'u-0,v-a-g-'o-n,,
0.7,Botlikh,botl1242,веер,noun,"Alekseev, Azayev 2019",веер,w-e-j-e-r,vʲ-'e-j-i-r,,
0.7,Botlikh,botl1242,боро́,noun,"Alekseev, Azayev 2019",гайка,b-o-r-'o-0,b-u-r-'a-f,,
0.7,Botlikh,botl1242,дуъе́л,noun,"Alekseev, Azayev 2019",дуэль,d-u-ʔ-'e-l,d-u-0-æ-lʲ,,
0.7,Akhvakh,akhv1239,ку'рпа,noun,"Magomedova, Abdulayeva 2007",крупа,k-'u-r-p-a,k-r-u-p-'a,1,
0.7,Botlikh,botl1242,ку́рпа,noun,"Alekseev, Azayev 2019",крупа,k-'u-r-p-a,k-r-u-p-'a,1,
0.7,Botlikh,botl1242,ле́тра,noun,"Alekseev, Azayev 2019",литр,l-'e-t-r-a,lʲ-i-t-r-0,,
0.7,Botlikh,botl1242,ли́пта,noun,"Alekseev, Azayev 2019",лифт,l-'i-p-t-a,lʲ-i-f-t-0,,
0.7,Botlikh,botl1242,маро́жа,noun,"Alekseev, Azayev 2019",мороженое,m-a-r-'o-ᴣ-a-0-0-0-0,m-a-r-'o-ᴣ-i-n-a-j-e,,
0.7,Chamalal,cham1309,ВАГУ́ᴴ,noun IV,Magomedova 1999,несметное количество,w-a-g-'u-0,v-a-g-'o-n,,
0.7,Andi,andi1255,поши,,Salimov 2010,почта,p-o-ʃ-0-i,p-'o-tʃ-t-a,,
0.7,Andi,andi1255,чакар,,Salimov 2010,сахар,tʃ-a-k-a-r,s-'a-x-a-r,,
0.7,Godoberi,ghod1238,БУР/Ó,noun,Saidova 2006,сверло,b-u-r-'o-0,b-'u-r-a-f,,
0.7,Godoberi,ghod1238,УСТУ́Р,,Saidova 2006,стол,u-s-t-'u-r,0-s-t-'o-l,,
0.7,Botlikh,botl1242,сие́зд,noun,"Alekseev, Azayev 2019",съезд,s-i-'e-z-d,s-j-'e-s-t,,
0.7,Godoberi,ghod1238,ХУРУ́М,,Saidova 2006,хром,χ-u-r-'u-m,x-0-r-'o-m,,
0.7,Bagvalal,bagv1239,ХУР́УМ,,Magomedova 2004,хром (сорт кожи),χ-u-r-'u-m,x-0-r-'o-m,,
0.7058823529411765,Bagvalal,bagv1239,Аᴴ̄СÁБИЛ,noun,Magomedova 2004,ансамбль,ã-0-s:-'a-0-b-i-l,a-n-s-'a-m-b-0-lʲ,,
0.7058823529411765,Bagvalal,bagv1239,БИРЛÁᴴТ,,Magomedova 2004,бриллиант,b-i-r-l-0-'a-0-t,b-rʲ-i-lʲ-i-'a-n-t,1,
0.7058823529411765,Botlikh,botl1242,ке́те,noun,"Alekseev, Azayev 2019",кеды,k-'e-t-e,kʲ-'e-d-i,,
0.7058823529411765,Godoberi,ghod1238,ГЯ́ЗИ,noun,Saidova 2006,настроение,gʲ-'a-z-i,g-'a-s-0,,
0.7058823529411765,Andi,andi1255,пеши,,Salimov 2010,печь,p-e-ʃ-i,pʲ-'e-tʃ-0,,
0.7058823529411765,Karata-Tukita,kara1474,ПУЛЕ'¹,,"Magomedova, Khalidova 2001",пульс,p-u-l-'e,p-'u-lʲ-s,,
0.7058823529411765,Godoberi,ghod1238,ССУДÁ,,Saidova 2006,сода,s:-u-d-'a,s-'o-d-a,,
0.7058823529411765,Akhvakh,akhv1239,с̄у'ди,noun,"Magomedova, Abdulayeva 2007",суд,s:-'u-d-i,s-'u-t-0,,
0.7058823529411765,Godoberi,ghod1238,ССУ́ДУ,,Saidova 2006,суд,s:-'u-d-u,s-'u-t-0,,
0.7058823529411765,Botlikh,botl1242,теле(а)по́н,noun,"Alekseev, Azayev 2019",телефон,t-e-l-e-a-p-'o-n,tʲ-i-lʲ-i-0-f-'o-n,,
0.7058823529411765,Akhvakh,akhv1239,ту'пи,noun,"Magomedova, Abdulayeva 2007",тюк,t-'u-p-i,tʲ-'u-k-0,,
0.7058823529411765,Botlikh,botl1242,универиситет,noun,"Alekseev, Azayev 2019",университет,u-n-i-w-e-r-i-s-i-t-e-t,u-nʲ-i-vʲ-i-r-0-sʲ-i-tʲ-'e-t,,
0.7058823529411765,Godoberi,ghod1238,ИТУ́,,Saidova 2006,утюг,i-t-'u-0,u-tʲ-'u-k,,
0.7058823529411765,Karata-Tukita,kara1474,ИТ/У',,"Magomedova, Khalidova 2001",утюг,i-t-'u-0,u-tʲ-'u-k,,
0.7058823529411765,Botlikh,botl1242,перз,,"Alekseev, Azayev 2019",ферзь,p-e-r-z,fʲ-'e-r-zʲ,,
0.7083333333333334,Tindi,tind1238,ИЗБÁЧИ,,Magomedova 2003,изба-читальня,i-z-b-'a-tʃ-i-0-0-0-0-0,i-z-b-a-tʃ-i-t-'a-lʲ-nʲ-a,,
0.7083333333333334,Botlikh,botl1242,канцилIр,noun,"Alekseev, Azayev 2019",канцелярия,k-a-n-ts-i-tɬ-0-r-0-0-0,k-a-n-ts-i-lʲ-'a-rʲ-i-j-a,,
0.7096774193548387,Godoberi,ghod1238,КЕПÉК/И,,Saidova 2006,копейка,kʲ-e-p-'e-0-kʲ-i,k-a-pʲ-'e-j-k-a,,
0.7096774193548387,Botlikh,botl1242,лийо́чик,noun,"Saidova, Abusov 2012",лётчик,l-i-j-'o-tʃ-i-k,lʲ-'o-0-0-tʃ-i-k,,
0.7096774193548387,Akhvakh,akhv1239,с̄ими'ти,noun,"Magomedova, Abdulayeva 2007",цемент,s:-i-m-'i-0-t-i,ts-i-mʲ-'e-n-t-0,,
0.7096774193548387,Godoberi,ghod1238,ССИМИ́ТИ,,Saidova 2006,цемент,s:-i-m-'i-0-t-i,ts-i-mʲ-'e-n-t-0,,
0.7096774193548387,Tindi,tind1238,С̅ИМИ́ТИ,,Magomedova 2003,цемент,s:-i-m-'i-0-t-i,ts-i-mʲ-'e-n-t-0,,
0.7142857142857143,Andi,andi1255,башлукъи,,Salimov 2010,башлык,b-a-ʃ-l-u-q'-i,b-a-ʃ-l-'i-k-0,,
0.7142857142857143,Botlikh,botl1242,водоро́д,noun,"Alekseev, Azayev 2019",водород,w-o-d-o-r-'o-d,v-a-d-a-r-'o-t,,
0.7142857142857143,Akhvakh,akhv1239,то'хторо,noun,"Magomedova, Abdulayeva 2007",врач,t-'o-χ-t-o-r-o,d-'o-k-t-a-r-0,,
0.7142857142857143,Botlikh,botl1242,га́луска,noun,"Alekseev, Azayev 2019",галстук,g-'a-l-u-s-k-a,g-'a-l-s-t-u-k,1,
0.7142857142857143,Akhvakh,akhv1239,то'хторо,noun,"Magomedova, Abdulayeva 2007",доктор,t-'o-χ-t-o-r-o,d-'o-k-t-a-r-0,,
0.7142857142857143,Botlikh,botl1242,тохо́бка,noun,"Saidova, Abusov 2012",духовка,t-o-χ-'o-b-k-a,d-u-x-'o-v-k-a,,
0.7142857142857143,Andi,andi1255,кенпети,,Salimov 2010,конфета,k-e-n-p-e-t-i,k-a-n-fʲ-'e-t-a,,
0.7142857142857143,Botlikh,botl1242,киримдиши́н,,"Saidova, Abusov 2012",крепдешин,k-i-r-i-m-d-i-ʃ-'i-n,k-0-rʲ-i-p-dʲ-i-ʃ-'i-n,,
0.7142857142857143,Karata-Tukita,kara1474,КИ'РИМДИШ,,"Magomedova, Khalidova 2001",крепдешин,k-'i-r-i-m-d-i-ʃ-0-0,k-0-rʲ-i-p-dʲ-i-ʃ-'i-n,,
0.7142857142857143,Godoberi,ghod1238,КУРЖУ́К/У,,Saidova 2006,кружок,k-u-r-ᴣ-'u-k-u,k-r-u-ᴣ-'o-k-0,1,
0.7142857142857143,Akhvakh,akhv1239,уту'с̄ка,noun,"Magomedova, Abdulayeva 2007",отпуск,u-t-0-'u-s:-k-a,o-t-p-u-s-k-0,,
0.7142857142857143,Andi,andi1255,пинжеки,,Salimov 2010,пиджак,p-i-n-ᴣ-e-k-i,pʲ-i-d-ᴣ-'a-k-0,,
0.7142857142857143,Akhvakh,akhv1239,пуржи',noun,"Magomedova, Abdulayeva 2007",пружина,p-u-r-ᴣ-'i-0-0,p-r-u-ᴣ-'i-n-a,1,
0.7142857142857143,Bagvalal,bagv1239,ПУРЖ́УН,,Magomedova 2004,пружина,p-u-r-ᴣ-'u-n-0,p-r-u-ᴣ-'i-n-a,1,
0.7142857142857143,Tindi,tind1238,ПУРЖИ́Н,,Magomedova 2003,пружина,p-u-r-ᴣ-'u-n-0,p-r-u-ᴣ-'i-n-a,1,
0.7142857142857143,Andi,andi1255,ссумагъур,,Salimov 2010,самовар,s:-u-m-a-ʁ-u-r,s-a-m-a-v-'a-r,,
0.7142857142857143,Botlikh,botl1242,сама́вур,noun,"Alekseev, Azayev 2019",самовар,s-a-m-'a-w-u-r,s-a-m-a-v-'a-r,,
0.7142857142857143,Tindi,tind1238,ХЪАРÁВУ/ХЪАРÁВУЛ,,Magomedova 2003,стрелка,q-a-r-'a-w-u-0,k-a-r-a-0-'u-l,,
0.7142857142857143,Botlikh,botl1242,пилосо́пи,noun,"Alekseev, Azayev 2019",философия,p-i-l-o-s-'o-p-i-0-0,fʲ-i-l-a-s-'o-fʲ-i-j-a,,
0.7142857142857143,Botlikh,botl1242,ццех,noun,"Alekseev, Azayev 2019",цех,ts:-e-χ,ts-'e-x,,
0.7142857142857143,Godoberi,ghod1238,ЙАШИ́КI/И,,Saidova 2006,ящик,j-a-ʃ-'i-kʲ'-i,j-'a-ʃ:ʲ-i-k-0,,
0.717948717948718,Akhvakh,akhv1239,макъулу'щка,noun,"Magomedova, Abdulayeva 2007",баклага,m-a-q':-u-l-'u-ʃ:-k-a,b-a-k-0-l-'a-ʃ-k-a,,
0.717948717948718,Botlikh,botl1242,телеви́зор,,"Saidova, Abusov 2012",телевизор,t-e-l-e-w-'i-z-o-r,tʲ-i-lʲ-i-vʲ-'i-z-a-r,,
0.72,Akhvakh,akhv1239,амас̄е',noun,"Magomedova, Abdulayeva 2007",алмаз,a-0-m-a-s:-'e,a-l-m-'a-s-0,,
0.72,Godoberi,ghod1238,ПУТИКЯ́,,Saidova 2006,будка,p-u-t-i-kʲ-'a,b-'u-t-0-k-a,,
0.72,Botlikh,botl1242,извено́,noun,"Alekseev, Azayev 2019",звено,i-z-w-e-n-'o,0-z-vʲ-i-n-'o,,
0.72,Akhvakh,akhv1239,ми'тира,noun,"Magomedova, Abdulayeva 2007",метр,m-'i-t-i-r-a,mʲ-'e-t-0-r-0,,
0.72,Andi,andi1255,милйан,,Salimov 2010,миллион,m-i-l-j-a-n,mʲ-i-lʲ-i-'o-n,,
0.72,Andi,andi1255,абсер,,Salimov 2010,офицер,a-b-0-s-e-r,a-fʲ-i-ts-'e-r,,
0.72,Bagvalal,bagv1239,ПИРКÁЗ,,Magomedova 2004,приказ,p-i-r-k-'a-z,p-rʲ-i-k-'a-s,1,
0.72,Botlikh,botl1242,пирка́з,noun,"Alekseev, Azayev 2019",приказ,p-i-r-k-'a-z,p-rʲ-i-k-'a-s,1,
0.72,Botlikh,botl1242,пирка́з,noun,"Saidova, Abusov 2012",приказ,p-i-r-k-'a-z,p-rʲ-i-k-'a-s,1,
0.72,Godoberi,ghod1238,САРЖÉН,,Saidova 2006,сажень,s-a-r-ᴣ-'e-n,s-'a-0-ᴣ-i-nʲ,,
0.72,Botlikh,botl1242,ссавхо́з,,"Alekseev, Azayev 2019",совхоз,s:-a-w-χ-'o-z,s-a-v-x-'o-s,,
0.72,Godoberi,ghod1238,ССÓТИХ/И,,Saidova 2006,сотка,s:-'o-t-i-χ-i,s-'o-t-0-k-a,,
0.72,Botlikh,botl1242,щиво́т,,"Alekseev, Azayev 2019",шевиот,ʃ:-i-w-0-'o-t,ʃ-i-vʲ-j-o-t,,
0.72,Akhvakh,akhv1239,щенело,noun,"Magomedova, Abdulayeva 2007",шинель,ʃ:-e-n-e-l-o,ʃ-i-n-'e-lʲ-0,,
0.72,Godoberi,ghod1238,ИШКЯ́П/И,,Saidova 2006,шкаф,i-ʃ-kʲ-'a-p-i,0-ʃ-k-'a-f-0,,
0.72,Andi,andi1255,йашка,,Salimov 2010,ящик,j-a-ʃ-0-k-a,j-'a-ʃ:ʲ-i-k-0,,
0.7222222222222222,Godoberi,ghod1238,БУРЦЦИ́ЛОЗ,noun,Saidova 2006,бруцеллез,b-u-r-ts:-'i-l-o-z,b-r-u-ts-i-lʲ-'o-s,1,
0.7222222222222222,Godoberi,ghod1238,СИКИРТÁР,,Saidova 2006,секретарь,s-i-kʲ-i-r-t-'a-r,sʲ-i-k-rʲ-i-t-'a-rʲ,1,
0.7222222222222222,Bagvalal,bagv1239,̄СИᴴТÁБИРБО̄С̄I,,Magomedova 2004,сентябрь,s:-ĩ-0-t-'a-b-i-r,sʲ-i-n-tʲ-'a-b-0-rʲ,,
0.723404255319149,Karata-Tukita,kara1474,КАᴴСИЛА'Р,,"Magomedova, Khalidova 2001",канцелярия,k-ã-0-s-i-l-'a-r-0-0-0,k-a-n-ts-i-lʲ-'a-rʲ-i-j-a,,
0.7272727272727273,Godoberi,ghod1238,ПАШИЛИ́КЪ/И,,Saidova 2006,башлык,p-a-ʃ-i-l-'i-q'-i,b-a-ʃ-0-l-'i-k-0,,
0.7272727272727273,Botlikh,botl1242,пучка́,noun,"Alekseev, Azayev 2019",бочка,p-u-tʃ-k-'a,b-'o-tʃ-k-a,,
0.7272727272727273,Karata-Tukita,kara1474,ПУТ|К|/А',,"Magomedova, Khalidova 2001",будкабудка,p-u-t'-k'-'a,b-'u-t-k-a,,
0.7272727272727273,Bagvalal,bagv1239,ТУЗ,,Magomedova 2004,карт. туз,t-u-z,t-'u-s,,
0.7272727272727273,Bagvalal,bagv1239,КИЛÓᴴКА,,Magomedova 2004,клеенка,k-i-l-0-'o-0-k-a,k-lʲ-i-j-'o-n-k-a,1,
0.7272727272727273,Bagvalal,bagv1239,КАᴴСÉР,,Magomedova 2004,консервы,k-ã-0-s-'e-r-0-0,k-a-n-sʲ-'e-r-v-i,,
0.7272727272727273,Bagvalal,bagv1239,КАᴴСÉРВА,,Magomedova 2004,консервы,k-ã-0-s-'e-r-w-a,k-a-n-sʲ-'e-r-v-i,,
0.7272727272727273,Andi,andi1255,монпасси,,Salimov 2010,монпансье,m-o-n-p-a-s:-i-0,m-a-n-p-a-sʲ-j-'e,,
0.7272727272727273,Botlikh,botl1242,мампаси́р,noun,"Alekseev, Azayev 2019",монпасье,m-a-m-p-a-s-'i-r,m-a-n-p-a-sʲ-j-'e,,
0.7272727272727273,Botlikh,botl1242,газ,noun,"Saidova, Abusov 2012",настроение,g-a-z,g-'a-s,,
0.7272727272727273,Bagvalal,bagv1239,ЧАД́ИР,,Magomedova 2004,палатка,tʃ-a-d-'i-r,ʃ-a-tʲ-'o-r,,
0.7272727272727273,Bagvalal,bagv1239,ПАПР́УЗ,,Magomedova 2004,папироса,p-a-p-0-r-'u-z-0,p-a-pʲ-i-r-'o-s-a,,
0.7272727272727273,Tindi,tind1238,ПАПРУ́ЗИ,,Magomedova 2003,папироса,p-a-p-0-r-'u-z-i,p-a-pʲ-i-r-'o-s-a,,
0.7272727272727273,Karata-Tukita,kara1474,КАРЩИ',,"Magomedova, Khalidova 2001",пюре,k-a-r-ʃ:-'i,k-'a-0-ʃ:-a,,
0.7272727272727273,Akhvakh,akhv1239,с̄ажи',noun,"Magomedova, Abdulayeva 2007",сажень,s:-a-ᴣ-'i-0,s-'a-ᴣ-i-nʲ,,
0.7272727272727273,Godoberi,ghod1238,СÉВЕР,,Saidova 2006,север,s-'e-w-e-r,sʲ-'e-vʲ-i-r,,
0.7272727272727273,Chamalal,cham1309,СУД,noun III,Magomedova 1999,суд,s-u-d,s-'u-t,,
0.7272727272727273,Botlikh,botl1242,туз,noun,"Alekseev, Azayev 2019",туз,t-u-z,t-'u-s,,
0.7272727272727273,Botlikh,botl1242,педера́ци,noun,"Alekseev, Azayev 2019",федерация,p-e-d-e-r-'a-ts-i-0-0,fʲ-i-dʲ-i-r-'a-ts-i-j-a,,
0.7272727272727273,Botlikh,botl1242,хор,,"Alekseev, Azayev 2019",хор,χ-o-r,x-'o-r,,
0.7272727272727273,Akhvakh,akhv1239,че̄'никIе,noun,"Magomedova, Abdulayeva 2007",чайник,tʃ-'e:-0-n-i-k'-e,tʃ-'a-j-nʲ-i-k-0,,
0.7272727272727273,Godoberi,ghod1238,ЧАНИ́КI/И,,Saidova 2006,чайник,tʃ-a-0-n-'i-kʲ'-i,tʃ-'a-j-nʲ-i-k-0,,
0.7272727272727273,Bagvalal,bagv1239,ШАᴴПÁᴴСКИ,,Magomedova 2004,шампанское,ʃ-ã-0-p-'a-0-s-k-i-0-0,ʃ-a-m-p-'a-n-s-k-a-j-e,,
0.7272727272727273,Karata-Tukita,kara1474,ЧАДИ'Р,,"Magomedova, Khalidova 2001",шатер,tʃ-a-d-'i-r,ʃ-a-tʲ-'o-r,,
0.7272727272727273,Tindi,tind1238,ЧАЙИ́Р,,Magomedova 2003,шатер,tʃ-a-j-'i-r,ʃ-a-tʲ-'o-r,,
0.7272727272727273,Botlikh,botl1242,щи́пер,,"Alekseev, Azayev 2019",шифер,ʃ:-'i-p-e-r,ʃ-'i-fʲ-i-r,,
0.7272727272727273,Godoberi,ghod1238,ЩИ́ПЕР,,Saidova 2006,шифер,ʃ:-'i-p-e-r,ʃ-'i-fʲ-i-r,,
0.7272727272727273,Karata-Tukita,kara1474,ЩИ'ПЕР,,"Magomedova, Khalidova 2001",шифер,ʃ:-'i-p-e-r,ʃ-'i-fʲ-i-r,,
0.7333333333333333,Tindi,tind1238,ПАТИ́ᴴКА,,Magomedova 2003,ботинок,p-a-t-'i-0-k-a,b-a-tʲ-'i-n-kʲ-i,,
0.7333333333333333,Bagvalal,bagv1239,БИРЗ́ИНТ,,Magomedova 2004,брезент,b-i-r-z-'i-n-t,b-rʲ-i-zʲ-'e-n-t,1,
0.7333333333333333,Botlikh,botl1242,варе́ни,noun,"Alekseev, Azayev 2019",варенье,w-a-r-'e-n-i-0,v-a-rʲ-'e-nʲ-j-i,,
0.7333333333333333,Botlikh,botl1242,калълъе́т,noun,"Alekseev, Azayev 2019",котлета,k-a-0-ɬ:-'e-t-0,k-a-t-lʲ-'e-t-a,,
0.7333333333333333,Botlikh,botl1242,пали́ж,,"Saidova, Abusov 2012",паралич,p-a-0-0-l-'i-ᴣ,p-a-r-a-lʲ-'i-tʃ,,
0.7333333333333333,Bagvalal,bagv1239,ТЕЛЕПÓН,,Magomedova 2004,телефон,t-e-l-e-p-'o-n,tʲ-i-lʲ-i-f-'o-n,,
0.7333333333333333,Botlikh,botl1242,телепо́н,noun,"Saidova, Abusov 2012",телефон,t-e-l-e-p-'o-n,tʲ-i-lʲ-i-f-'o-n,,
0.7333333333333333,Akhvakh,akhv1239,учи'лIли,noun,"Magomedova, Abdulayeva 2007",учитель,u-tʃ-'i-tɬ:-l-i,u-tʃ-'i-tʲ-i-lʲ,1,
0.7346938775510204,Bagvalal,bagv1239,ПИРСИДĀТИЛ,,Magomedova 2004,председатель,p-i-r-0-s-i-d-a:-t-i-l,p-rʲ-i-tʲ-sʲ-i-d-'a-tʲ-i-lʲ,1,
0.7368421052631579,Akhvakh,akhv1239,пати'кади,noun,"Magomedova, Abdulayeva 2007",ботинки,p-a-t-'i-0-k-a-d-i,b-a-tʲ-'i-n-kʲ-0-0-i,,
0.7368421052631579,Andi,andi1255,буров,,Salimov 2010,бурав,b-u-r-o-w,b-u-r-'a-f,,
0.7368421052631579,Andi,andi1255,буров,,Salimov 2010,гайка,b-u-r-o-w,b-u-r-'a-f,,
0.7368421052631579,Akhvakh,akhv1239,га'ра,noun,"Magomedova, Abdulayeva 2007",грамм,g-'a-r-a-0,g-0-r-a-m,,
0.7368421052631579,Andi,andi1255,зарпи,,Salimov 2010,залп,z-a-r-p-i,z-'a-l-p-0,,
0.7368421052631579,Andi,andi1255,хъаман,,Salimov 2010,кабан,q-a-m-a-n,k-a-b-'a-n,,
0.7368421052631579,Botlikh,botl1242,кулуб,noun,"Saidova, Abusov 2012",клуб,k-u-l-u-b,k-0-l-'u-p,,
0.7368421052631579,Andi,andi1255,ордел,,Salimov 2010,орден,o-r-d-e-l,o-r-dʲ-i-n,,
0.7368421052631579,Chamalal,cham1309,ХЪАЗАХЪ,noun I,Magomedova 1999,плененный раб (уст.),q-a-z-a-q,k-a-z-'a-k,,
0.7368421052631579,Botlikh,botl1242,пилаж,noun,"Alekseev, Azayev 2019",пляж,p-i-l-a-ᴣ,p-0-lʲ-a-ʃ,,
0.7368421052631579,Andi,andi1255,буров,,Salimov 2010,пробоина,b-u-r-o-w,b-'u-r-a-v,,
0.7368421052631579,Andi,andi1255,пунти,,Salimov 2010,пуд,p-u-n-t-i,p-'u-0-t-0,,
0.7368421052631579,Andi,andi1255,буров,,Salimov 2010,сверло,b-u-r-o-w,b-'u-r-a-f,,
0.7368421052631579,Chamalal,cham1309,ПОРМУ,noun III,Magomedova 1999,фасон,p-o-r-m-u,f-'o-r-m-a,,
0.7368421052631579,Chamalal,cham1309,ПОРМУ,noun III,Magomedova 1999,форма,p-o-r-m-u,f-'o-r-m-a,,
0.7368421052631579,Andi,andi1255,хором,,Salimov 2010,хром,χ-o-r-o-m,x-0-r-'o-m,,
0.7368421052631579,Karata-Tukita,kara1474,И'ШКАП,,"Magomedova, Khalidova 2001",шкаф,i-ʃ-k-a-p,0-ʃ-k-'a-f,,
0.7368421052631579,Andi,andi1255,буров,,Salimov 2010,шуруп,b-u-r-o-w,b-'u-r-a-f,,
0.7391304347826086,Botlikh,botl1242,ревалюци,noun,"Saidova, Abusov 2012",революция,r-e-w-a-l-j-u-ts-i-0-0,rʲ-i-v-a-lʲ-0-u-ts-i-j-a,,
0.7391304347826086,Botlikh,botl1242,ссавеща́ни,noun,"Saidova, Abusov 2012",совещание,s:-a-w-e-ʃ:-'a-n-i-0-0,s-a-vʲ-i-ʃ:ʲ-'a-nʲ-i-j-e,,
0.7407407407407407,Karata-Tukita,kara1474,БАШИЛАХЪ,noun,"Magomedova, Khalidova 2001",башлык,b-a-ʃ-i-l-a-q,b-a-ʃ-0-l-'i-k,,
0.7407407407407407,Andi,andi1255,калхози,,Salimov 2010,колхоз,k-a-l-χ-o-z-i,k-a-l-x-'o-s-0,,
0.7407407407407407,Akhvakh,akhv1239,мил̄иᴴо',noun,"Magomedova, Abdulayeva 2007",миллион,m-i-l:-ĩ-'o-0,mʲ-i-lʲ-i-'o-n,,
0.7407407407407407,Bagvalal,bagv1239,АБ́ИЦАР/АПИЦÉР,noun,Magomedova 2004,офицер,a-b-'i-ts-a-r,a-fʲ-i-ts-'e-r,,
0.7407407407407407,Chamalal,cham1309,АБИ́ЦАР,noun I,Magomedova 1999,офицер,a-b-'i-ts-a-r,a-fʲ-i-ts-'e-r,,
