,language,glottocode,lemma,pos,reference,meaning_ru,target_ipa,russian_ipa,metathesis,problems
186,Akhvakh,akhv1239,арте'ли,noun,"Magomedova, Abdulayeva 2007",артель,a-r-t-'e-l-i,A-r-t-'e-lʲ-0,,
187,Avar,avar1256,артѝст,,Gimbatov 2006,артист,a-r-t-'i-s-t,A-r-tʲ-'i-s-t,,
188,Bagvalal,bagv1239,АРТ́ИС,noun,Magomedova 2004,артист,a-r-t-'i-s-0,A-r-tʲ-'i-s-t,,
189,Botlikh_Al,botl1242,арти́ст,noun,"Alekseev, Azayev 2019",артист,a-r-t-'i-s-t,A-r-tʲ-'i-s-t,,
190,Godoberi,ghod1238,АРТИ́СТ/И,noun,Saidova 2006,артист,a-r-t-'i-s-t-i,A-r-tʲ-'i-s-t-0,,
191,Avar,avar1256,артѝстка,,Gimbatov 2006,артистка,a-r-t-'i-s-t-k-a,A-r-tʲ-'i-s-t-k-A,,
192,Botlikh,botl1242,арти́ска,noun,"Saidova, Abusov 2012",артистка,a-r-t-'i-s-0-k-a,A-r-tʲ-'i-s-t-k-A,,
193,Godoberi,ghod1238,АРТИ́СКА,noun,Saidova 2006,артистка,a-r-t-'i-s-0-k-a,A-r-tʲ-'i-s-t-k-A,,
194,Avar,avar1256,архѝв,,Gimbatov 2006,архив,a-r-χ-'i-w,A-r-xʲ-'i-V,,
195,Bagvalal,bagv1239,АРХ́ИВ,noun,Magomedova 2004,архив,a-r-χ-'i-w,A-r-xʲ-'i-V,,
196,Botlikh,botl1242,аре́нда,noun,"Saidova, Abusov 2012",аренда,a-r-'e-n-d-a,A-rʲ-'e-n-d-A,,
197,Avar,avar1256,арифмéтика,,Gimbatov 2006,арифметика,a-r-i-f-m-'e-t-i-k-a,A-rʲ-I-f-mʲ-'e-tʲ-I-k-A,,
198,Botlikh,botl1242,арипме́тика,noun,"Saidova, Abusov 2012",арифметика,a-r-i-p-m-'e-t-i-k-a,A-rʲ-I-f-mʲ-'e-tʲ-I-k-A,,
199,Godoberi,ghod1238,АРИПМÉТИКА,noun,Saidova 2006,арифметика,a-r-i-p-m-'e-t-i-k-a,A-rʲ-I-f-mʲ-'e-tʲ-I-k-A,,
200,Bagvalal,bagv1239,АСВÁЛТ,noun,Magomedova 2004,асфальт,a-s-w-'a-l-t,A-s-V-'a-lʲ-t,,
201,Botlikh_Al,botl1242,асва́лт,noun,"Alekseev, Azayev 2019",асфальт,a-s-w-'a-l-t,A-s-V-'a-lʲ-t,,
202,Botlikh_Al,botl1242,ата́ка,noun,"Alekseev, Azayev 2019",атака,a-t-'a-k-a,A-t-'a-k-A,,
203,Avar,avar1256,отлѝчница,,Gimbatov 2006,отличница,o-t-l-'i-tʃ-n-i-ts-a,A-t-lʲ-'i-tɕ-nʲ-I-ts-A,,
204,Avar,avar1256,аттеста́т,,Gimbatov 2006,аттестат,a-t-t-e-s-t-'a-t,A-tʲ-0-E-s-t-'a-t,,
205,Bagvalal,bagv1239,АТИСТÁТ,noun,Magomedova 2004,аттестат,a-t-i-s-t-'a-t,A-tʲ-E-s-t-'a-t,,
206,Botlikh_Al,botl1242,атиста́т,noun,"Alekseev, Azayev 2019",аттестат,a-t-i-s-t-'a-t,A-tʲ-E-s-t-'a-t,,
207,Andi,andi1255,атистати,,Salimov 2010,аттестат,a-t-i-s-t-a-t-i,A-tʲ-E-s-t-'a-t-0,,
208,Avar,avar1256,ава́нс,,Gimbatov 2006,аванс,a-w-'a-n-s,A-v-'a-n-s,,
209,Bagvalal,bagv1239,АВÁНС,noun,Magomedova 2004,аванс,a-w-'a-n-s,A-v-'a-n-s,,
210,Botlikh,botl1242,ава́нс,noun,"Saidova, Abusov 2012",аванс,a-w-'a-n-s,A-v-'a-n-s,,
211,Chamalal,cham1309,АВА́ᴴЦ,noun III,Magomedova 1999,аванс,a-w-'a-0-ts,A-v-'a-n-s,,
212,Akhvakh,akhv1239,аваᴴ'си,noun,"Magomedova, Abdulayeva 2007",аванс,a-w-'a-0-s-i,A-v-'a-n-s-0,,
213,Godoberi,ghod1238,АВÁНСИ,noun,Saidova 2006,аванс,a-w-'a-n-s-i,A-v-'a-n-s-0,,
214,Karata-Tukita,kara1474,А'МАНЦА,noun,"Magomedova, Khalidova 2001",аванс,a-m-a-n-ts-a,A-v-'a-n-s-0,,
215,Akhvakh,akhv1239,ава'рийа,noun,"Magomedova, Abdulayeva 2007",авария,a-w-'a-r-i-j-a,A-v-'a-rʲ-I-j-A,,
216,Avar,avar1256,ава́рия,,Gimbatov 2006,авария,a-w-'a-r-i-j-a,A-v-'a-rʲ-I-j-A,,
217,Bagvalal,bagv1239,АВÁРИЙА,noun,Magomedova 2004,авария,a-w-'a-r-i-j-a,A-v-'a-rʲ-I-j-A,,
218,Botlikh_Al,botl1242,ава́ри,noun,"Alekseev, Azayev 2019",авария,a-w-'a-r-i-0-0,A-v-'a-rʲ-I-j-A,,
219,Godoberi,ghod1238,АВАРÁ,noun,Saidova 2006,авария,a-w-a-r-'a-0-0,A-v-'a-rʲ-I-j-A,,
220,Bagvalal,bagv1239,АВАᴴТ́УРА,noun,Magomedova 2004,авантюра,a-w-ã-0-t-'u-r-a,A-v-A-n-tʲ-'u-r-A,,
221,Bagvalal,bagv1239,АВАᴴТУР́ИСТ,noun,Magomedova 2004,авантюрист,a-w-ã-0-t-u-r-'i-s-t,A-v-A-n-tʲ-U-rʲ-'i-s-t,,
222,Bagvalal,bagv1239,АВАᴴТУР́ИСКА,noun,Magomedova 2004,авантюристка,a-w-ã-0-t-u-r-'i-s-0-k-a,A-v-A-n-tʲ-U-rʲ-'i-s-t-k-A,,
223,Avar,avar1256,автóбус,,Gimbatov 2006,автобус,a-w-t-'o-b-u-s,A-V-t-'o-b-U-s,,
224,Bagvalal,bagv1239,АВТ̄́ОБУЗ,noun,Magomedova 2004,автобус,a-w-t-'oː-b-u-z,A-V-t-'o-b-U-s,,
225,Bagvalal,bagv1239,АБТÓБУС,noun,Magomedova 2004,автобус,a-b-t-'o-b-u-s,A-V-t-'o-b-U-s,,
226,Botlikh,botl1242,абта́бус,noun,"Saidova, Abusov 2012",автобус,a-b-t-'a-b-u-s,A-V-t-'o-b-U-s,,
227,Botlikh_Al,botl1242,авто́бус,noun,"Alekseev, Azayev 2019",автобус,a-w-t-'o-b-u-s,A-V-t-'o-b-U-s,,
228,Godoberi,ghod1238,АБТÁБУС/У,noun,Saidova 2006,автобус,a-b-t-'a-b-u-s-u,A-V-t-'o-b-U-s-0,,
229,Tindi,tind1238,АТАБУ́ЗИ,noun,Magomedova 2003,автобус,a-0-t-a-b-'u-z-i,A-V-t-'o-b-U-s-0,,
230,Avar,avar1256,автобиогра́фия,,Gimbatov 2006,автобиография,a-w-t-a-b-i-o-g-r-'a-f-i-j-a,A-V-t-O-bʲ-I-O-g-r-'a-fʲ-I-j-A,,
231,Bagvalal,bagv1239,АБТАБИАГРÁ̄ПИЙА,noun,Magomedova 2004,автобиография,a-b-t-a-b-i-a-ɡ-r-'aː-p-i-j-a,A-V-t-O-bʲ-I-O-g-r-'a-fʲ-I-j-A,,
232,Botlikh_Al,botl1242,автабиогра́пи,noun,"Alekseev, Azayev 2019",автобиография,a-w-t-a-b-i-o-ɡ-r-'a-p-i-0-0,A-V-t-O-bʲ-I-O-g-r-'a-fʲ-I-j-A,,
233,Avar,avar1256,автома́т,,Gimbatov 2006,автомат,a-w-t-a-m-'a-t,A-V-t-O-m-'a-t,,
234,Bagvalal,bagv1239,АБТАМÁТ,noun,Magomedova 2004,автомат,a-b-t-a-m-'a-t,A-V-t-O-m-'a-t,,
235,Botlikh,botl1242,абтама́т,noun,"Saidova, Abusov 2012",автомат,a-b-t-a-m-'a-t,A-V-t-O-m-'a-t,,
236,Botlikh_Al,botl1242,автама́т,noun,"Alekseev, Azayev 2019",автомат,a-w-t-a-m-'a-t,A-V-t-O-m-'a-t,,
237,Godoberi,ghod1238,АВТАМÁТ/И,noun,Saidova 2006,автомат,a-w-t-a-m-'a-t-i,A-V-t-O-m-'a-t-0,,
238,Avar,avar1256,автомашѝна,,Gimbatov 2006,автомашина,a-w-t-a-m-a-ʃ-'i-n-a,A-V-t-O-m-A-ʃ-'i-n-A,,
239,Botlikh_Al,botl1242,автамаши́на,noun,"Alekseev, Azayev 2019",автомашина,a-w-t-a-m-a-ʃ-'i-n-a,A-V-t-O-m-A-ʃ-'i-n-A,,
240,Andi,andi1255,абтамабил,,Salimov 2010,автомобиль,a-b-t-a-m-a-b-i-l,A-V-t-O-m-O-bʲ-'i-lʲ,,
241,Avar,avar1256,автомобѝл/ь,,Gimbatov 2006,автомобиль,a-w-t-a-m-a-b-'i-l,A-V-t-O-m-O-bʲ-'i-lʲ,,
242,Botlikh_Al,botl1242,автамаби́л,noun,"Alekseev, Azayev 2019",автомобиль,a-w-t-a-m-a-b-'i-l,A-V-t-O-m-O-bʲ-'i-lʲ,,
243,Avar,avar1256,автонóмия,,Gimbatov 2006,автономия,a-w-t-a-n-'o-mʲ-i-j-a,A-V-t-O-n-'o-mʲ-i-j-a,,
244,Bagvalal,bagv1239,АБТАНÓМИЙА,noun,Magomedova 2004,автономия,a-b-t-a-n-'o-m-i-j-a,A-V-t-O-n-'o-mʲ-i-j-a,,
245,Avar,avar1256,авторýчка,,Gimbatov 2006,авторучка,a-w-t-a-r-'u-tʃ-k-a,A-V-t-O-r-'u-tɕ-k-A,,
246,Botlikh,botl1242,абтару́чка,noun,"Saidova, Abusov 2012",авторучка,a-b-t-a-r-'u-tʃ-k-a,A-V-t-O-r-'u-tɕ-k-A,,
247,Botlikh_Al,botl1242,автару́чка,noun,"Alekseev, Azayev 2019",авторучка,a-w-t-a-r-'u-tʃ-k-a,A-V-t-O-r-'u-tɕ-k-A,,
248,Godoberi,ghod1238,АБТАРУ́ЧКЯ,noun,Saidova 2006,авторучка,a-b-t-a-r-'u-tʃ-kʲ-a,A-V-t-O-r-'u-tɕ-k-A,,
249,Botlikh_Al,botl1242,бак,noun,"Alekseev, Azayev 2019",бак,b-a-k,b-'a-k,,
250,Avar,avar1256,банк,,Gimbatov 2006,банк,b-a-n-k,b-'a-n-k,,
251,Botlikh_Al,botl1242,банк,noun,"Alekseev, Azayev 2019",банк,b-a-n-k,b-'a-n-k,,
252,Botlikh,botl1242,ба́нк/а,noun,"Saidova, Abusov 2012",банк,b-'a-n-k-a,b-'a-n-k-0,,
254,Godoberi,ghod1238,БÁНКА,noun,Saidova 2006,банк,b-'a-n-k-a,b-'a-n-k-0,,
255,Bagvalal,bagv1239,МÁᴴКА,noun,Magomedova 2004,банка,m-'a-0-k-a,b-'a-n-k-A,,
256,Andi,andi1255,банка,,Salimov 2010,банка,b-a-n-k-a,b-'a-n-k-A,,
257,Avar,avar1256,ба́нка,,Gimbatov 2006,банка,b-'a-n-k-a,b-'a-n-k-A,,
258,Bagvalal,bagv1239,БÁᴴКА,noun,Magomedova 2004,банка,b-'a-0-k-a,b-'a-n-k-A,,
259,Bagvalal,bagv1239,БÁНКА,noun,Magomedova 2004,банка,b-'a-n-k-a,b-'a-n-k-A,,
260,Botlikh_Al,botl1242,ба́нка,noun,"Alekseev, Azayev 2019",банка,b-'a-n-k-a,b-'a-n-k-A,,
261,Godoberi,ghod1238,БÁНКЯ,noun,Saidova 2006,банка,b-'a-n-kʲ-a,b-'a-n-k-A,,
262,Botlikh_Al,botl1242,ба́ни,noun,"Alekseev, Azayev 2019",баня,b-'a-n-i,b-'a-nʲ-A,,
263,Avar,avar1256,ба́за,,Gimbatov 2006,база,b-'a-z-a,b-'a-z-A,,
264,Bagvalal,bagv1239,БÁЗА,noun,Magomedova 2004,база,b-'a-z-a,b-'a-z-A,,
265,Botlikh_Al,botl1242,ба́за,noun,"Alekseev, Azayev 2019",база,b-'a-z-a,b-'a-z-A,,
266,Andi,andi1255,бомба,,Salimov 2010,бомба,b-o-m-b-a,b-'o-m-b-A,,
267,Avar,avar1256,бóмба,,Gimbatov 2006,бомба,b-'o-m-b-a,b-'o-m-b-A,,
268,Bagvalal,bagv1239,БÓᴴБА,,Magomedova 2004,бомба,b-'o-0-b-a,b-'o-m-b-A,,
269,Bagvalal,bagv1239,БÓМБА,,Magomedova 2004,бомба,b-'o-m-b-a,b-'o-m-b-A,,
270,Botlikh_Al,botl1242,бо́мба,noun,"Alekseev, Azayev 2019",бомба,b-'o-m-b-a,b-'o-m-b-A,,
271,Avar,avar1256,борщ,,Gimbatov 2006,борщ,b-o-r-ʃ:,b-'o-r-ɕː,,
272,Akhvakh,akhv1239,бо'чика,noun,"Magomedova, Abdulayeva 2007",бочка,b-'o-tʃ-i-k-a,b-'o-tɕ-0-k-A,,
273,Avar,avar1256,бóчка,,Gimbatov 2006,бочка,b-'o-tʃ-k-a,b-'o-tɕ-k-A,,
274,Bagvalal,bagv1239,БÓЧКА,,Magomedova 2004,бочка,b-'o-tʃ-k-a,b-'o-tɕ-k-A,,
275,Botlikh_Al,botl1242,пучка́,noun,"Alekseev, Azayev 2019",бочка,p-u-tʃ-k-'a,b-'o-tɕ-k-A,,
276,Chamalal,cham1309,ПОЧКА,noun III,Magomedova 1999,бочка,p-o-tʃ-k-a,b-'o-tɕ-k-A,,
277,Godoberi,ghod1238,БОЧКЯ́,noun,Saidova 2006,бочка,b-o-tʃ-kʲ-'a,b-'o-tɕ-k-A,,
278,Godoberi,ghod1238,ПОЧКЯ́,,Saidova 2006,бочка,p-o-tʃ-kʲ-'a,b-'o-tɕ-k-A,,
279,Godoberi,ghod1238,ПУТИКЯ́,,Saidova 2006,будка,p-u-t-i-kʲ-'a,b-'u-D-0-k-A,,
280,Avar,avar1256,бýдка,,Gimbatov 2006,будка,b-'u-d-k-a,b-'u-D-k-A,,
281,Bagvalal,bagv1239,П́УТКА,,Magomedova 2004,будка,p-'u-t-k-a,b-'u-D-k-A,,
282,Botlikh,botl1242,пу́тк/а,noun,"Saidova, Abusov 2012",будка,p-'u-t-k-a,b-'u-D-k-A,,
283,Botlikh_Al,botl1242,пу́тка,noun,"Alekseev, Azayev 2019",будка,p-'u-t-k-a,b-'u-D-k-A,,
284,Godoberi,ghod1238,БУ́ТКА,noun,Saidova 2006,будка,b-'u-t-k-a,b-'u-D-k-A,,
285,Karata-Tukita,kara1474,ПУТ|К|/А',,"Magomedova, Khalidova 2001",будка,p-u-t'-k'-'a,b-'u-D-k-A,,
286,Andi,andi1255,булка,,Salimov 2010,булка,b-u-l-k-a,b-'u-l-k-A,,
287,Avar,avar1256,бýлка,,Gimbatov 2006,булка,b-'u-l-k-a,b-'u-l-k-A,,
288,Botlikh_Al,botl1242,бу́лка,noun,"Alekseev, Azayev 2019",булка,b-'u-l-k-a,b-'u-l-k-A,,
289,Andi,andi1255,буров,,Salimov 2010,бурав,b-u-r-o-w,b-U-r-'a-V,,
290,Bagvalal,bagv1239,БУРÁВ,,Magomedova 2004,бурав,b-u-r-'a-w,b-U-r-'a-V,,
291,Botlikh,botl1242,бор/о́,noun,"Saidova, Abusov 2012",бурав,b-o-r-'o-0,b-U-r-'a-V,,
292,Godoberi,ghod1238,БУР/Ó,noun,Saidova 2006,бурав,b-u-r-'o-0,b-U-r-'a-V,,
293,Karata-Tukita,kara1474,БУРА'В,noun,"Magomedova, Khalidova 2001",бурав,b-u-r-'a-w,b-U-r-'a-V,,
295,Bagvalal,bagv1239,БАЛÁНК,noun,Magomedova 2004,бланк,b-a-l-'a-n-k,b-0-l-'a-n-k,,
296,Botlikh_Al,botl1242,бала́нк,noun,"Alekseev, Azayev 2019",бланк,b-a-l-'a-n-k,b-0-l-'a-n-k,,
297,Botlikh_Al,botl1242,бала́т,noun,"Alekseev, Azayev 2019",блат,b-a-l-'a-t,b-0-l-'a-t,,
298,Botlikh_Al,botl1242,бара́к,noun,"Alekseev, Azayev 2019",брак,b-a-r-'a-k,b-0-r-'a-k,,
299,Godoberi,ghod1238,БАРÁК,noun,Saidova 2006,брак,b-a-r-'a-k,b-0-r-'a-k,,
300,Botlikh_Al,botl1242,бири́тур,noun,"Alekseev, Azayev 2019",бритва,b-i-r-'i-t-u-r,b-0-rʲ-'i-t-v-A,,
301,Godoberi,ghod1238,МАРКIАЛÁШКА,,Saidova 2006,баклажка,m-a-r-k'-a-l-'a-ʃ-k-a,b-A-0-k-0-l-'a-ZH-k-A,,
302,Akhvakh,akhv1239,макъулу'щка,noun,"Magomedova, Abdulayeva 2007",баклажка,m-a-q'ː-u-l-'u-ʃː-k-a,b-A-k-0-l-'a-ZH-k-A,,
303,Tindi,tind1238,МАКIАЛÁШКА,,Magomedova 2003,баклажка,m-a-k'-a-l-'a-ʃ-k-a,b-A-k-0-l-'a-ZH-k-A,,
304,Botlikh,botl1242,макъла́шка,noun,"Saidova, Abusov 2012",баклажка,m-a-q'-l-'a-ʃ-k-a,b-A-k-l-'a-ZH-k-A,,
306,Akhvakh,akhv1239,ба'дража,noun,"Magomedova, Abdulayeva 2007",баклажан,b-'a-d-r-a-ʒ-a-0,b-A-k-l-A-ʐ-'a-n,,
307,Avar,avar1256,бадѝржан,,Gimbatov 2006,баклажан,b-a-d-i-r-ʒ-'a-n,b-A-k-l-A-ʐ-'a-n,,
308,Avar,avar1256,бакла́жан,,Gimbatov 2006,баклажан,b-a-k-l-a-ʒ-'a-n,b-A-k-l-A-ʐ-'a-n,,
309,Bagvalal,bagv1239,БАДИРЖÁН,noun,Magomedova 2004,баклажан,b-a-d-i-r-ʒ-'a-n,b-A-k-l-A-ʐ-'a-n,,
310,Botlikh_Al,botl1242,баглажа́н,noun,"Alekseev, Azayev 2019",баклажан,b-a-ɡ-l-a-ʒ-'a-n,b-A-k-l-A-ʐ-'a-n,,
311,Botlikh,botl1242,баклажа́н,noun,"Saidova, Abusov 2012",баклажан,b-a-k-l-a-ʒ-'a-n,b-A-k-l-A-ʐ-'a-n,,
312,Chamalal,cham1309,БАДИ́РЖАᴴ,noun III,Magomedova 1999,баклажан,b-a-d-'i-r-ʒ-ã-0,b-A-k-l-A-ʐ-'a-n,,
313,Godoberi,ghod1238,БАКЛАЖÁН,noun,Saidova 2006,баклажан,b-a-k-l-a-ʒ-'a-n,b-A-k-l-A-ʐ-'a-n,,
314,Akhvakh,akhv1239,ба'луᴴ,noun,"Magomedova, Abdulayeva 2007",баллон,b-'a-l-ũ-0,b-A-l-'o-n,,
315,Andi,andi1255,балон,,Salimov 2010,баллон,b-a-l-o-n,b-A-l-'o-n,,
316,Avar,avar1256,баллóн,,Gimbatov 2006,баллон,b-a-l-'o-n,b-A-l-'o-n,,
317,Botlikh_Al,botl1242,бало́н,noun,"Alekseev, Azayev 2019",баллон,b-a-l-'o-n,b-A-l-'o-n,,
318,Avar,avar1256,балала́йка,,Gimbatov 2006,балалайка,b-a-l-a-l-'a-j-k-a,b-A-l-A-l-'a-j-k-A,,
319,Bagvalal,bagv1239,БАЛАЛÁЙКА,noun,Magomedova 2004,балалайка,b-a-l-a-l-'a-j-k-a,b-A-l-A-l-'a-j-k-A,,
320,Botlikh,botl1242,балала́йка,noun,"Saidova, Abusov 2012",балалайка,b-a-l-a-l-'a-j-k-a,b-A-l-A-l-'a-j-k-A,,
321,Godoberi,ghod1238,БАЛАЛÉЙКЯ,noun,Saidova 2006,балалайка,b-a-l-a-l-'e-j-kʲ-a,b-A-l-A-l-'a-j-k-A,,
322,Botlikh_Al,botl1242,балза́м,noun,"Alekseev, Azayev 2019",бальзам,b-a-l-z-'a-m,b-A-lʲ-z-'a-m,,
323,Avar,avar1256,бана́н,,Gimbatov 2006,банан,b-a-n-'a-n,b-A-n-'a-n,,
324,Botlikh_Al,botl1242,бана́н,noun,"Alekseev, Azayev 2019",банан,b-a-n-'a-n,b-A-n-'a-n,,
325,Andi,andi1255,пандур,,Salimov 2010,бандура,p-a-n-d-u-r-0,b-A-n-d-'u-r-A,,
326,Botlikh_Al,botl1242,бандеро́л,noun,"Alekseev, Azayev 2019",бандероль,b-a-n-d-e-r-'o-l,b-A-n-d-E-r-'o-lʲ,,
327,Avar,avar1256,бандерóл/ь,,Gimbatov 2006,бандероль,b-a-n-d-e-r-'o-l,b-A-n-d-E-r-'o-lʲ,,
328,Avar,avar1256,банкéт,,Gimbatov 2006,банкет,b-a-n-k-'e-t,b-A-n-kʲ-'e-t,,
329,Botlikh_Al,botl1242,банке́т,noun,"Alekseev, Azayev 2019",банкет,b-a-n-k-'e-t,b-A-n-kʲ-'e-t,,
330,Botlikh,botl1242,банке́т,noun,"Saidova, Abusov 2012",банкет,b-a-n-k-'e-t,b-A-n-kʲ-'e-t,,
331,Godoberi,ghod1238,БАНКÉТ/И,noun,Saidova 2006,банкет,b-a-n-kʲ-'e-t-i,b-A-n-kʲ-'e-t-0,,
332,Karata-Tukita,kara1474,БАШИЛАХЪ,noun,"Magomedova, Khalidova 2001",башлык,b-a-ʃ-i-l-a-q,b-A-ʃ-0-l-'i-k,,
333,Godoberi,ghod1238,ПАШИЛИ́КЪ/И,,Saidova 2006,башлык,p-a-ʃ-i-l-'i-q'-i,b-A-ʃ-0-l-'i-k-0,,
334,Avar,avar1256,башлѝхъ,,Gimbatov 2006,башлык,b-a-ʃ-l-'i-q,b-A-ʃ-l-'i-k,,
335,Avar,avar1256,пашлѝхъ,,Gimbatov 2006,башлык,p-a-ʃ-l-'i-q,b-A-ʃ-l-'i-k,,
336,Bagvalal,bagv1239,ПАШЛ́ИКЪ,,Magomedova 2004,башлык,p-a-ʃ-l-'i-q',b-A-ʃ-l-'i-k,,
337,Botlikh,botl1242,башлу́хъ,noun,"Saidova, Abusov 2012",башлык,b-a-ʃ-l-'u-q,b-A-ʃ-l-'i-k,,
338,Godoberi,ghod1238,БАШЛИ́КЪ,noun,Saidova 2006,башлык,b-a-ʃ-l-'i-q',b-A-ʃ-l-'i-k,,
339,Karata-Tukita,kara1474,ПАШЛИ'ХЪ,,"Magomedova, Khalidova 2001",башлык,p-a-ʃ-l-'i-q,b-A-ʃ-l-'i-k,,
340,Akhvakh,akhv1239,пашли'хъи,noun,"Magomedova, Abdulayeva 2007",башлык,p-a-ʃ-l-'i-qː-i,b-A-ʃ-l-'i-k-0,,
341,Andi,andi1255,башлукъи,,Salimov 2010,башлык,b-a-ʃ-l-u-q'-i,b-A-ʃ-l-'i-k-0,,
342,Tindi,tind1238,ПАШЛУ́ХЪИ,,Magomedova 2003,башлык,p-a-ʃ-l-'u-q-i,b-A-ʃ-l-'i-k-0,,
343,Avar,avar1256,башма́къ,,Gimbatov 2006,башмак,b-a-ʃ-m-'a-q',b-A-ʃ-m-'a-k,,
344,Bagvalal,bagv1239,БАШМÁКЪ,noun,Magomedova 2004,башмак,b-a-ʃ-m-'a-q',b-A-ʃ-m-'a-k,,
345,Bagvalal,bagv1239,ПАШМÁКЪ,,Magomedova 2004,башмак,p-a-ʃ-m-'a-q',b-A-ʃ-m-'a-k,,
346,Botlikh_Al,botl1242,башма́к,noun,"Alekseev, Azayev 2019",башмак,b-a-ʃ-m-'a-k,b-A-ʃ-m-'a-k,,
347,Andi,andi1255,башмакъи,,Salimov 2010,башмак,b-a-ʃ-m-a-q'-i,b-A-ʃ-m-'a-k-0,,
348,Godoberi,ghod1238,ПАШМÁКЪ/И,,Saidova 2006,башмак,p-a-ʃ-m-'a-q'-i,b-A-ʃ-m-'a-k-0,,
349,Bagvalal,bagv1239,БАТАРÉЙА,noun,Magomedova 2004,батарея,b-a-t-a-r-'e-j-a,b-A-t-A-rʲ-'e-j-A,,
350,Avar,avar1256,бланк,,Gimbatov 2006,бланк,b-l-'a-n-k,b-l-'a-n-k,,
351,Avar,avar1256,бока́л,,Gimbatov 2006,бокал,b-o-k-'a-l,b-O-k-'a-l,,
352,Botlikh_Al,botl1242,бака́л,noun,"Alekseev, Azayev 2019",бокал,b-a-k-'a-l,b-O-k-'a-l,,
353,Botlikh_Al,botl1242,балга́рка,noun,"Alekseev, Azayev 2019",болгарка,b-a-l-ɡ-'a-r-k-a,b-O-l-g-'a-r-k-A,,
354,Botlikh,botl1242,бални́ца,noun,"Saidova, Abusov 2012",больница,b-a-l-n-'i-ts-a,b-O-lʲ-n-'i-ts-A,,
355,Godoberi,ghod1238,БАЛНИ́ЦА,noun,Saidova 2006,больница,b-a-l-n-'i-ts-a,b-O-lʲ-n-'i-ts-A,,
356,Avar,avar1256,больница,,Gimbatov 2006,больница,b-o-l-n-'i-ts-a,b-O-lʲ-n-'i-ts-A,,
357,Bagvalal,bagv1239,БАЛН́ИЦ/БАЛН́ИЦА,noun,Magomedova 2004,больница,b-a-l-n-'i-ts-a,b-O-lʲ-n-'i-ts-A,,
358,Botlikh_Al,botl1242,бални́ца,noun,"Alekseev, Azayev 2019",больница,b-a-l-n-'i-ts-a,b-O-lʲ-n-'i-ts-A,,
361,Avar,avar1256,большевик,,Gimbatov 2006,большевик,b-o-l-ʃ-i-w-'i-k,b-O-lʲ-ʃ-E-vʲ-'i-k,,
362,Botlikh,botl1242,балшиви́к,noun,"Saidova, Abusov 2012",большевик,b-a-l-ʃ-i-w-'i-k,b-O-lʲ-ʃ-E-vʲ-'i-k,,
363,Godoberi,ghod1238,БАЛШИВИ́К,noun,Saidova 2006,большевик,b-a-l-ʃ-i-w-'i-k,b-O-lʲ-ʃ-E-vʲ-'i-k,,
364,Bagvalal,bagv1239,БОЩ,,Magomedova 2004,борщ,b-o-0-ʃː,b-'o-r-ɕː,,
365,Botlikh_Al,botl1242,борш,noun,"Alekseev, Azayev 2019",борщ,b-o-r-ʃ,b-'o-r-ɕː,,
366,Avar,avar1256,паса́к,,Gimbatov 2006,босяк,p-a-s-'a-k,b-O-sʲ-'a-k,,
367,Akhvakh,akhv1239,паса'ке,noun,"Magomedova, Abdulayeva 2007",босяк,p-a-s-'a-k-e,b-O-sʲ-'a-k-0,,
368,Godoberi,ghod1238,ПАСÁК/И,,Saidova 2006,босяк,p-a-s-'a-kʲ-i,b-O-sʲ-'a-k-0,,
369,Tindi,tind1238,ПАСÁКИ,,Magomedova 2003,босяк,p-a-s-'a-k-i,b-O-sʲ-'a-k-0,,
370,Botlikh_Al,botl1242,пучо́нок,noun,"Alekseev, Azayev 2019",бочонок,p-u-tʃ-'o-n-o-k,b-O-tɕ-'o-n-O-k,,
371,Akhvakh,akhv1239,пати'кади,noun,"Magomedova, Abdulayeva 2007",ботинки,p-a-t-'i-0-k-a-d-i,b-O-tʲ-'i-n-kʲ-0-0-I,,
372,Bagvalal,bagv1239,ПАТ́ИНКАБИ,,Magomedova 2004,ботинки,p-a-t-'i-n-k-a-b-i,b-O-tʲ-'i-n-kʲ-0-0-I,,
373,Karata-Tukita,kara1474,ПАТИ'ᴴКАД/И,,"Magomedova, Khalidova 2001",ботинки,p-a-t-'ĩ-0-k-a-d-i,b-O-tʲ-'i-n-kʲ-0-0-I,,
374,Botlikh,botl1242,пати́нка,noun,"Saidova, Abusov 2012",ботинок,p-a-t-'i-n-k-a,b-O-tʲ-'i-n-kʲ-I,,
375,Godoberi,ghod1238,ПАТИ́НКЯ,,Saidova 2006,ботинок,p-a-t-'i-n-kʲ-a,b-O-tʲ-'i-n-kʲ-I,,
376,Tindi,tind1238,ПАТИ́ᴴКА,,Magomedova 2003,ботинок,p-a-t-'i-0-k-a,b-O-tʲ-'i-n-kʲ-I,,
377,Avar,avar1256,брак,,Gimbatov 2006,брак,b-r-'a-k,b-r-'a-k,,
378,Bagvalal,bagv1239,БУРЦИЛÓЗ,,Magomedova 2004,бруцеллез,b-u-r-ts-i-l-'o-z,b-r-U-ts-E-lʲ-'o-Z,1,
379,Botlikh,botl1242,бурцило́з,noun,"Saidova, Abusov 2012",бруцеллез,b-u-r-ts-i-l-'o-z,b-r-U-ts-E-lʲ-'o-Z,1,
